"Date" "pv" "ghidfm" "Mean" "cfcdfm" "Year" "Kt" "taxdfm" "km" "PC1" "PC2" "PC3" "PC4" "Month"
"2011-02-05" 4.12834780561804 200.332116788321 0.063196 63.3718411552347 2011 0.681169296269347 17.3587298241873 1 -0.797770717500987 1.09885564536405 0.989416178436581 -0.528688995009783 "02"
"2011-02-07" 4.16280666422556 195.85401459854 0.0605775 35.5740072202166 2011 0.656957894807011 17.9369836837526 1 -0.30115890260984 0.94903141401118 1.11730901621693 0.504894092834921 "02"
"2011-02-10" 4.23535988910394 194.142335766423 0.053221 46.4584837545126 2011 0.637981013770053 16.7788885661534 1 -0.66742131164702 0.95911752096215 1.11132789767432 0.00427451294118178 "02"
"2011-02-17" 4.29280221792122 214.149635036496 0.045528 27.5270758122744 2011 0.6707117358531 18.4536504064287 1 0.161209494591055 0.835393302800793 1.26040844787622 0.670381985599879 "02"
"2011-02-19" 4.4854645080295 228.397810218978 0.0469345 52.6931407942238 2011 0.705654422963083 19.4361901056199 1 -0.0226478597002009 0.952217299080513 1.18160057639667 -0.388474936826972 "02"
"2011-02-20" 4.31114976199194 222.288321167883 0.01241 76.6642599277978 2011 0.682138225642898 19.2934915678842 1 -0.913950513691147 0.911553246126336 1.24696768885145 -1.29680112290702 "02"
"2011-02-21" 4.35115342365434 217.638686131387 0.0477545 59.4981949458484 2011 0.663375050111657 18.5806346091013 1 -0.597237416613555 0.996274612277565 1.11083553936008 -0.64925380956504 "02"
"2011-03-18" 4.7711526390124 222.36496350365 0.0484705 47.3754512635379 2011 0.581457697288051 18.5266662930685 1 -0.582140750457689 0.912349624864744 1.16405386976489 -0.616272642236524 "03"
"2011-03-19" 4.65297248522258 248.930656934307 0.0751075 35.7256317689531 2011 0.647470995767234 19.2730154309954 1 0.27968810810343 1.00708970903916 1.07819782284854 -0.10269463062913 "03"
"2011-03-21" 4.53409269236805 257.047445255474 0.061076 66.0252707581227 2011 0.661651760051686 21.3485708993579 1 -0.372643999923623 1.09739929386201 1.02132353580698 -1.26422652265983 "03"
"2011-03-22" 4.59437280954125 247.594890510949 0.060976 39.4259927797834 2011 0.634077549043961 20.6134916033064 1 0.0527598138194265 0.960920379451868 1.13093108160615 -0.260155271531629 "03"
"2011-03-23" 4.78434116231626 257.375912408759 0.104212 30.2093862815884 2011 0.65582046114711 19.2995233989897 1 0.621863127922694 1.11513173520641 0.951136920466747 0.036170972686816 "03"
"2011-03-26" 4.17825757179474 241.332116788321 0.080309 28.2527075812274 2011 0.606001669261671 19.8525392895653 1 -0.0856954174120826 1.03450492526767 1.00548443191086 0.307980034664128 "03"
"2011-03-27" 4.84985222576764 264.653284671533 0.048033 31.8592057761733 2011 0.661425728806931 19.7012694828094 1 0.644162309590162 0.84800357887345 1.28111620997967 -0.111805642699915 "03"
"2011-04-02" 4.89993199769838 277.802919708029 0.059396 54.7003610108303 2011 0.675916110547264 21.3420630712358 1 0.319432799963641 1.01443488846597 1.12762834790252 -1.07344598681501 "04"
"2011-04-03" 5.41072082439713 254.171532846715 0.04939 43.7509025270758 2011 0.615822026951029 19.1406344307794 1 0.269740644433732 0.860640104047507 1.26234433186194 -0.853000958203736 "04"
"2011-04-04" 4.25058194277345 250.401459854015 0.0452205 49.2563176895307 2011 0.604184875458239 18.6420631711445 1 -0.536985842971092 0.963085758283604 1.12509218474578 -0.626782314241071 "04"
"2011-04-05" 4.74000235392583 234.200729927007 0.0751665 52.7256317689531 2011 0.562805340076978 19.8831741544935 1 -0.729198073613033 1.07726987978676 0.970918205776215 -0.945480429477484 "04"
"2011-04-06" 4.10781634147617 236.948905109489 0.020609 57.6317689530686 2011 0.567144658383034 19.5499994944012 1 -1.16676272186221 0.890133948704675 1.19770936243348 -0.920070782948145 "04"
"2011-04-08" 3.88331720458231 272.485401459854 0.098946 23.8736462093863 2011 0.647167819217327 22.2887296828013 1 0.382882935048907 1.14348948913733 0.901187823149976 0.495158388652701 "04"
"2011-04-12" 5.24479520845321 270.872262773723 0.066037 48.4440433212996 2011 0.633998660920988 20.4617455497621 1 0.330231916398673 0.985900926481031 1.13409092220292 -1.03404786153676 "04"
"2011-04-21" 3.92496861432233 253.35401459854 0.0802645 48.3032490974729 2011 0.576196655306449 19.5795233438885 1 -0.792220085483521 1.15905381087354 0.873156829803265 -0.554743710902877 "04"
"2011-04-22" 3.58727833865146 267.740875912409 0.089004 53.3285198555957 2011 0.607183953661579 20.0995233626593 1 -0.768223816582172 1.26020310380886 0.776894817940319 -0.63006390267338 "04"
