"Date" "pv" "ghidfm" "Mean" "cfcdfm" "Year" "Kt" "taxdfm" "km" "PC1" "PC2" "PC3" "PC4" "Month"
"2014-05-15" 5.45048556664291 322.372262773723 0.202322 34.0505415162455 2014 0.696182251981811 25.9657136826288 6 1.72837005408468 0.24059215080961 -0.669459993875246 -0.727721626514323 "05"
"2014-06-13" 5.05662531183179 312.492700729927 0.200742 33.9819494584838 2014 0.659976720451096 23.5920629955473 6 1.23407079243433 0.262212877997874 -0.722739604853969 -0.608225506118741 "06"
"2014-06-15" 5.37979441375624 339.003649635036 0.2336535 28.0974729241877 2014 0.715781838939692 24.5225391993447 6 2.11537380534963 0.378194566765643 -0.825401835614692 -0.518989024532132 "06"
"2014-06-29" 5.57134822701354 335.642335766423 0.359889666666667 20.7509025270758 2014 0.710360731413149 26.1809517996652 6 2.45937514935659 0.938928381354683 -1.50991191177744 -0.249383474593746 "06"
"2014-07-11" 3.28935205808981 309.127737226277 0.248691333333333 17.7978339350181 2014 0.659416422426935 24.5455550541953 6 0.778679612157517 0.565217357350932 -1.13263694663988 0.751761865767801 "07"
"2014-08-07" 5.51286862972202 316.605839416058 0.264337333333333 16.7509025270758 2014 0.702955782729155 26.3536500173902 6 2.24041860099664 0.450734926596765 -0.944503532657042 0.0107274513143667 "08"
"2014-08-19" 5.13683847113329 296.42700729927 0.278979333333333 24.812274368231 2014 0.677962050130215 26.4831741272457 6 1.57181462197196 0.582715117630605 -1.11895010050628 -0.0796779470080328 "08"
"2014-08-26" 5.26622638987883 306.098540145985 0.231227666666667 8.11913357400722 2014 0.715106980150213 27.3477770487467 6 2.29208433908012 0.263356312675978 -0.734784377650718 0.544547010422839 "08"
"2014-08-27" 4.70249576799715 283.514598540146 0.389550333333333 17.7184115523466 2014 0.664525137997885 26.9549200269911 6 1.46579489518222 1.11668200805567 -1.78775974273439 0.463031987261042 "08"
"2014-08-28" 4.95441130612972 297.313868613139 0.3741755 10.4765342960289 2014 0.699206042151891 27.9436502002534 6 2.06754821024483 0.991787351632078 -1.62112096155985 0.644828930593396 "08"
"2014-09-13" 4.52165560406272 272.302919708029 0.225480333333333 41.2093862815885 2014 0.681720924655648 27.5399992806571 6 0.666902758081854 0.440251295885326 -0.944398663966977 -0.31479681213831 "09"
"2014-09-15" 4.55145781361368 272.251824817518 0.201012666666667 31.3935018050542 2014 0.687777274075679 26.8598407563709 6 0.929736123156406 0.271605117555212 -0.752543538003325 0.0666330615607194 "09"
"2015-05-10" 5.93116167451782 336.64598540146 0.2357985 9.68592057761733 2015 0.733111277948399 24.7366661495633 6 2.93552753866473 -0.196441248427501 -1.0603237695061 0.0446305917957087 "05"
"2015-05-11" 5.35326304328504 331.07299270073 0.45699 22.057761732852 2015 0.719758741342484 27.3276184929742 6 2.46144095863434 0.984153956631285 -2.47542874363356 -0.1296403520505 "05"
"2015-05-16" 5.40639720913697 326.197080291971 0.545877 36.0252707581227 2015 0.703760339478107 24.7192057957725 6 2.10808221771814 1.4766032621202 -3.05611928385062 -0.674583684198137 "05"
"2015-05-17" 5.75167762865523 345.295620437956 0.2304895 6.84837545126354 2015 0.74394301194036 25.4358723050072 6 3.04199077108425 -0.216629551352446 -1.03253079000101 0.192121612285754 "05"
"2015-06-21" 5.53841880721714 339.839416058394 0.2848685 17.3465703971119 2015 0.71763600014333 24.2873011695014 6 2.53584372763286 0.11412747171816 -1.43261154976846 -0.153351676281258 "06"
"2015-06-22" 3.85086881166119 317.299270072993 0.2347845 22.841155234657 2015 0.670131478391181 24.5976186177087 6 1.05846530250307 0.0296141116955828 -1.3792542927802 0.291152742683156 "06"
"2015-06-29" 5.10360190205315 343.175182481752 0.344902 8.62093862815884 2015 0.726239393529694 26.7558726053389 6 2.67415463191991 0.402230101437887 -1.78974463065623 0.380700559112825 "06"
"2015-06-30" 5.52548106834948 337.627737226277 0.319273333333333 12.0830324909747 2015 0.714810969597954 25.8652374025375 6 2.65805152099239 0.256237684115749 -1.61297579786158 0.0784377403646997 "06"
"2015-07-06" 5.29601813172163 322.051094890511 0.296040666666667 17.2202166064982 2015 0.684157664164981 27.1255552503798 6 2.08985694383712 0.180437550958738 -1.54064860335392 -0.0194600934232692 "07"
"2015-07-08" 5.54817905075104 346.178832116788 0.1928135 4.07581227436823 2015 0.736474220055983 29.1552374703544 6 2.9286374490673 -0.395052246908701 -0.827986371586948 0.336462492813737 "07"
"2015-07-09" 5.60551284330282 346.664233576642 0.187854 2.93862815884477 2015 0.73808142164455 30.2417453886971 6 2.99260067459044 -0.42924512008025 -0.786821996625706 0.358031605045262 "07"
"2015-07-10" 5.60929028530797 343.040145985401 0.30584225 2.74007220216606 2015 0.730963131329885 29.221586711823 6 3.05139341609356 0.141350166489864 -1.47656791330183 0.414656237138212 "07"
"2015-07-11" 5.67763976535419 335.551094890511 0.1809055 10.5487364620939 2015 0.715618723939703 25.9138089740087 6 2.61436596603889 -0.437542717478827 -0.781995385382751 0.0442840537402112 "07"
"2015-07-12" 5.48611234556928 332.86496350365 0.27361125 9.74729241877256 2015 0.710527673576193 26.7546024928017 6 2.58506530225762 0.0241674509367043 -1.34299207427971 0.189800137132857 "07"
