"Date" "pv" "ghidfm" "Mean" "cfcdfm" "Year" "Kt" "taxdfm" "km" "PC1" "PC2" "PC3" "PC4" "Month"
"2011-01-01" 2.99849610294502 147.897810218978 0.013015 29.8628158844765 2011 0.601738970085735 19.0844439703321 2 -1.48490729792471 0.766156024425274 1.26234905881823 1.34880463362264 "01"
"2011-01-02" 2.78185646283413 148.569343065693 0.052326 53.3501805054152 2011 0.602946373413166 20.1315868771265 2 -2.10200853756041 1.08807572314139 0.906998361563511 0.527891186092866 "01"
"2011-01-03" 2.96166370246378 160.211678832117 0.070679 57.9963898916968 2011 0.648422697243457 20.1896821582128 2 -1.73362777465999 1.18843518738773 0.822958954346978 0.333491893760631 "01"
"2011-01-08" 3.30882199089815 167.182481751825 0.0756685 27.6823104693141 2011 0.665509268205503 20.2695233481271 2 -0.670374003900481 1.04137446485012 0.973541849653526 1.38613047654678 "01"
"2011-01-09" 3.19172725846106 146.821167883212 0.05721 35.5703971119134 2011 0.582196261310981 19.5441265711709 2 -1.61242001514721 0.992218712400439 0.991815420955993 1.01714910632018 "01"
"2011-01-12" 3.48711225610713 163.85401459854 0.084705 24.8194945848375 2011 0.641564347787286 19.8352377149794 2 -0.680355546804223 1.05586221482734 0.94140366056943 1.38546518393887 "01"
"2011-01-17" 3.06942119579432 170.620437956204 0.12462 27.5559566787004 2011 0.65205304255542 20.5469837491474 2 -0.793243001916619 1.30124550626298 0.654285579493352 1.43738552739158 "01"
"2011-01-21" 3.61075874875765 165.98905109489 0.0370975 43.2996389891697 2011 0.620642852309602 20.2515867778233 2 -1.23047243077122 0.904412386209589 1.14142268610093 0.518635164634481 "01"
"2011-01-22" 3.33180546110791 164.51094890511 0.028459 42.6425992779783 2011 0.6115852378074 18.4179360980079 2 -1.42857759451686 0.882433955204661 1.15832889233351 0.63314542066446 "01"
"2011-01-23" 2.76562745200607 127.711678832117 0.038273 57.7075812274368 2011 0.472004864588602 17.9874599244859 2 -3.20971004150439 1.03672959577291 0.901646180241842 0.121399910243932 "01"
"2011-01-24" 3.21602500392321 144.890510948905 0.089583 52.8772563176895 2011 0.532311358494777 18.1239678064982 2 -2.31200351251007 1.23138495278075 0.704773675944004 0.208803848843805 "01"
"2011-01-26" 3.35138881623686 150.828467153285 0.060397 59.1913357400722 2011 0.547403408594031 15.9657139078019 2 -2.28914828381594 1.11075032924546 0.870139583808369 -0.100366689374452 "01"
"2011-02-01" 3.89190249516137 149.310218978102 0.069186 64.1191335740072 2011 0.521446883330929 16.8123805560763 2 -2.30851941624142 1.13175789324893 0.845512319151366 -0.565629396461275 "02"
"2011-02-03" 3.28465501909295 139.098540145985 0.013386 61.072202166065 2011 0.479370378572539 17.4288884722997 2 -2.93222599878698 0.89369744267884 1.09390406505084 -0.282554571089703 "02"
"2011-02-04" 3.91961343307004 173.788321167883 0.0566645 62.4223826714801 2011 0.594915239101111 17.2274599378071 2 -1.62366999447537 1.07005123396751 0.965211762227302 -0.475385135665234 "02"
"2011-02-08" 3.57782340325365 196.890510948905 0.0498935 38.2960288808664 2011 0.655940569940642 17.7107932075622 2 -0.663464744320135 0.960043979958085 1.10062688893713 0.610726106714237 "02"
"2011-02-12" 3.56944735052571 173.919708029197 0.049397 59.9314079422383 2011 0.56372577157136 16.8219044322059 2 -1.93923022151131 1.05376327496201 0.962343220843791 -0.338661111300134 "02"
"2011-02-13" 2.74681566145316 186.667883211679 0.0423075 43.0216606498195 2011 0.600900952757179 17.8774599953303 2 -1.61518880129795 1.01289655355222 1.00202146221701 0.656494614279524 "02"
"2011-02-14" 3.0896257257938 160.200729927007 0.008923 37.3176895306859 2011 0.512168898154084 17.7428567371671 2 -2.09960317585941 0.784475838535427 1.21639252437157 0.663571453703979 "02"
"2011-02-15" 2.40199168279542 169.963503649635 0.0161895 35.3429602888087 2011 0.539663049142941 19.4453964233398 2 -2.13640807101091 0.872257695801948 1.11797440866211 1.02072981433599 "02"
"2011-02-16" 2.76341737720354 178.740875912409 0.025461 40.5379061371841 2011 0.563655383298332 17.2853964548262 2 -1.85843974892766 0.915213193024448 1.0941663920252 0.687967149432258 "02"
"2011-02-18" 3.47167442590365 206.131386861314 0.0552345 37.0252707581227 2011 0.641208094645044 20.1101582088168 2 -0.704756958281361 0.994326872226732 1.05449723878208 0.59211204259071 "02"
