"Date" "pv" "ghidfm" "Mean" "cfcdfm" "Year" "Kt" "taxdfm" "km" "PC1" "PC2" "PC3" "PC4" "Month"
"2012-04-18" 4.5446355955178 292.419708029197 0.955723333333333 25.6714801444043 2012 0.669560956908474 19.6895234395587 10 1.862443294788 4.82127266505208 -4.3892630614153 0.403212612516744 "04"
"2012-06-25" 3.96597686607627 299.120437956204 1.281829 27.4115523465704 2012 0.632284068897957 27.854285013108 10 1.69230951480901 6.46842728716776 -6.38315452500759 0.523934744479063 "06"
"2012-06-26" 3.83876287728176 274.06204379562 0.947493333333333 37.4909747292419 2012 0.579495710365539 30.6436500549316 10 0.519927812041536 4.89162023928339 -4.51831485338076 0.0780495893170386 "06"
"2012-06-27" 4.03467829387312 317.751824817518 1.39540933333333 16.2851985559567 2012 0.672110464455916 31.0584120371985 10 2.50072898812066 6.96945876648684 -6.96972448870065 0.957824809644854 "06"
"2012-06-28" 4.55182541116935 321.507299270073 0.769541333333333 18.8664259927798 2012 0.680316233126256 27.9998405698746 10 2.11544280662226 3.89794406086951 -3.27064337869171 0.414584035509823 "06"
"2012-07-18" 4.50029934032171 329.21897810219 0.9327595 19.7581227436823 2012 0.707726058746425 31.1796816265772 10 2.4695701220473 4.70266637250711 -4.21799666406536 0.487016892665472 "07"
"2012-07-21" 4.10603424905115 298.401459854015 0.924113 58.4043321299639 2012 0.643907486041126 29.2695231664748 10 0.709056588473941 4.86534338086303 -4.41118720319734 -0.839065027031913 "07"
"2012-08-03" 4.53626536237123 307.616788321168 0.8078165 32.3646209386282 2012 0.678006306146118 29.2038089812748 10 1.70707590937201 4.14267663052574 -3.55422840032218 0.00213613018970363 "08"
"2013-02-05" 3.11725091428062 188.29197080292 0.921674 67.3682310469314 2013 0.63789167888731 19.5658726919265 10 -0.825851563266172 4.47407939542992 -4.91650665327468 -0.0305442424620785 "02"
"2013-08-01" 4.84295557934172 315.507299270073 1.0403355 13.8953068592058 2013 0.692592184235863 27.5968246762715 10 2.70792177718253 4.71352151794948 -5.16164119008427 0.667528630031337 "08"
"2015-01-13" 2.43857768198382 149.773722627737 1.5183245 52.1046931407942 2015 0.58368332855287 17.0668249735757 10 -0.765494349902936 6.4433275499993 -9.17834009286639 1.15351279169643 "01"
