"Date" "pv" "ghidfm" "Mean" "cfcdfm" "dnidfm" "Kt" "km" "PC1" "PC2" "PC3" "Month"
"2011-01-23" 2.76562745200607 127.711678832117 0.038273 57.5919117647059 116.686131386861 0.472004864588602 4 -3.64431291306125 -0.0197372317774908 -0.18318451585187 1
"2011-01-25" 3.36649971229795 134.583941605839 0.04775 74.2757352941177 144.839416058394 0.491459417048604 4 -3.37319737516334 -0.131941966996686 0.639605783646425 1
"2011-01-28" 2.718653554428 134.124087591241 0.144079 76.1617647058823 130.306569343066 0.480710430713064 4 -3.75231378807793 -0.924121913185805 0.325123173834933 1
"2011-02-03" 3.28465501909295 139.098540145985 0.013386 61.0183823529412 129.912408759124 0.479370378572538 4 -3.31217852617828 0.179460196296141 0.260694257612055 2
"2011-02-09" 2.45988518072919 133.259124087591 0.020233 81.9595588235294 116.186131386861 0.440923765603853 4 -4.43838414981627 -0.173704787750558 0.676412291792115 2
"2011-03-03" 2.59237197258984 148.85401459854 0.017783 72.4852941176471 96.8832116788321 0.424970231332912 4 -4.3068460567498 -0.135200953830979 0.586480367103965 3
"2011-03-05" 3.02425197468222 170.492700729927 0.062095 63.6875 148.923357664234 0.480693338296164 4 -3.09602234094061 -0.242517543148292 0.386273272577596 3
"2011-03-10" 3.31259481090129 189.105839416058 0.068127 81.7389705882353 149.945255474453 0.517275923710794 4 -3.00418556705742 -0.416952313933657 1.18029929919692 3
"2011-03-13" 3.46450802950254 167.64598540146 0.069134 72.9705882352941 118.813868613139 0.450663500961906 4 -3.47078781209974 -0.405075459300589 0.993935228076195 3
"2011-04-26" 2.76803368729403 185.222627737226 0.073553 64.4338235294118 128.051094890511 0.415563772531505 4 -3.61942822928653 -0.47552368957411 0.586521449423588 4
"2011-05-04" 3.03987942668829 203.295620437956 0.0431915 49.6397058823529 134.127737226277 0.447785691181439 4 -2.89496878430398 -0.0984104757618925 0.273342634208372 5
"2011-05-25" 3.06849270282994 169.759124087591 0.021141 86.2389705882353 101.970802919708 0.362405803461281 4 -4.55799626412546 -0.329435954710675 1.6068718050938 5
"2011-09-23" 2.18869984830256 149.189781021898 0.090452 76.3566176470588 71.8795620437956 0.391204742585632 4 -4.83752378113385 -0.794269119203062 0.562225542053867 9
"2011-10-20" 2.2062692891144 156.525547445255 0.191277 77.0404411764706 122.441605839416 0.481149556153538 4 -3.85228315911122 -1.3670960875417 0.232344036362558 10
"2011-10-30" 3.34826986451849 158.306569343066 0.069585 86.1323529411765 118.244525547445 0.519795747199534 4 -3.46906202062815 -0.451411447320907 1.14040580236451 10
"2011-11-17" 2.18178192184966 136.124087591241 0.027901 51.5220588235294 118.171532846715 0.50120450019382 4 -3.56148430261928 0.0705128468488303 -0.672158990818271 11
"2011-11-19" 2.66555944970445 133.302919708029 0.043771 63.5036764705882 133.693430656934 0.49649110792557 4 -3.5186198097726 -0.0806790036786197 -0.0704163742018772 11
"2011-11-21" 2.45046293874562 139.598540145985 0.016529 61.9889705882353 148.569343065693 0.525740009058713 4 -3.30952238614513 0.146873871088939 -0.236057517625977 11
"2011-11-23" 3.44284537322802 139.463503649635 0.110745 63.7757352941176 145.485401459854 0.530855672847372 4 -2.80232478304898 -0.451995643209256 0.157406418082025 11
"2011-12-04" 2.58758565674531 114.237226277372 0.0687885 52.6875 110.905109489051 0.456541774672709 4 -3.79931561464222 -0.208319404086754 -0.527448483392446 12
"2011-12-28" 2.67860412198567 118.124087591241 0.019228 50.8419117647059 130.594890510949 0.484636199639319 4 -3.46271522333895 0.219070562134724 -0.554169230046678 12
"2012-01-07" 2.51650325320802 139.532846715328 0.0626575 72.5330882352941 164.153284671533 0.557986620941284 4 -3.16440647611726 -0.21383592054515 0.00319597798355373 1
"2012-01-23" 1.7232118651726 124.916058394161 0.049615 54.2720588235294 124.113138686131 0.46235597883323 4 -4.04388059463061 -0.15628780977284 -0.797066080413201 1
"2012-01-24" 2.34187488704139 128.551094890511 0.030609 45.6580882352941 139.821167883212 0.472993718299638 4 -3.42947722011827 0.137232383766878 -0.803989494571318 1
"2012-01-28" 1.9362235676848 121.693430656934 0.059648 69.3272058823529 109.018248175182 0.436855253447549 4 -4.51086564930395 -0.383038350994697 -0.12507950662914 1
"2012-02-08" 3.19813505331646 144.675182481752 0.01667 61.6470588235294 125.416058394161 0.482825696822558 4 -3.33475870985109 0.128864852134359 0.274429130242144 2
"2012-02-11" 1.60079296945599 92.2627737226277 0.121844 79.375 36.007299270073 0.301643515814342 4 -6.22225902191018 -1.13114771918424 0.210978060495371 2
"2012-02-12" 1.84413970721128 141.397810218978 0.071124 62.5330882352941 117.671532846715 0.459119866081989 4 -4.09321755195163 -0.415377206747646 -0.341724551863632 2
"2012-02-22" 3.33286643773721 161.470802919708 0.02482 69.3419117647059 126.186131386861 0.489724818362315 4 -3.27440209724782 -0.00861499018102838 0.701015785433429 2
"2012-04-05" 1.81954296945599 185.784671532847 0.045071 66.2536764705882 118.229927007299 0.445171554674332 4 -4.00043404869509 -0.360183928950366 0.177151616766446 4
"2012-04-07" 2.232146891379 196.248175182482 0.074453 54.875 161.916058394161 0.466597034080222 4 -3.07864553549462 -0.364944897282968 -0.0851628742584902 4
"2012-05-01" 2.87131190131936 224.591240875912 0.0457906666666667 78.5 148.806569343066 0.497118253148596 4 -3.05009426864974 -0.355799741073602 1.21058891849951 5
"2012-10-03" 2.23742205855774 172.576642335766 0.0532215 73.125 115.828467153285 0.479764484560141 4 -3.85617092390517 -0.387499090984529 0.409598119579576 10
"2012-10-04" 2.52809280679559 168.233576642336 0.031558 53.1139705882353 133.79197080292 0.470412603651348 4 -3.30205541735354 -0.00459519741200995 -0.150726264757433 10
"2012-10-17" 3.17393367070305 160.602189781022 0.0256815 65.7316176470588 127.467153284672 0.48650172400302 4 -3.28422594109023 0.00344203842037241 0.501389024120153 10
"2012-10-18" 2.60886386228086 128.189781021898 0.010193 72.9485294117647 71.9744525547445 0.390830110320313 4 -4.80402974998055 -0.116051419023974 0.581793451320684 10
"2012-10-28" 1.97664580697632 112.189781021898 0.090042 89.4852941176471 62.2627737226277 0.365299896901912 4 -5.64306978448386 -0.896097551019741 0.727899018465756 10
"2012-11-05" 3.14876649195735 138.551094890511 0.1506 78.5882352941177 143.788321167883 0.475578653460793 4 -3.51712656087606 -0.946424194919944 0.636409342139379 11
"2012-11-06" 2.40967264594253 141.025547445255 0.196582 80.7904411764706 137.390510948905 0.487227022575999 4 -3.799343999913 -1.36216843718553 0.306006334743661 11
"2012-11-12" 3.38189047532984 122.934306569343 0.006801 57.4227941176471 103.799270072993 0.441189218154189 4 -3.69161924110446 0.220174809737579 0.19595033340786 11
"2012-11-13" 2.05096692571842 119.638686131387 0.0449075 61.8308823529412 94.1459854014599 0.432004586095485 4 -4.46156946436409 -0.225462384996951 -0.304602733423649 11
"2012-11-14" 1.85935523224291 120.251824817518 0.0406766666666667 69.0845588235294 100.386861313869 0.436859946793109 4 -4.62645252979622 -0.263033435975823 -0.148889042876321 11
"2012-11-16" 2.36647727272727 144.879562043796 0.012093 95.2205882352941 132.770072992701 0.532626605047938 4 -4.06517423903242 -0.148897179189204 0.926293645183112 11
"2012-11-19" 2.13965073197181 126.583941605839 0.0326493333333333 69.0441176470588 113.277372262774 0.473424611909108 4 -4.18170262346604 -0.137618323553237 -0.0753055360221446 11
"2012-11-28" 3.12842829387312 112.565693430657 0.014261 73.8455882352941 91.8832116788321 0.440505487390342 4 -4.28018845995892 0.000505722269511205 0.578542613424097 11
"2012-12-07" 2.50736490150009 127.85401459854 0.080008 75.6360294117647 133.587591240876 0.517105607158908 4 -3.71828941908969 -0.429875765800085 0.138403239962628 12
"2012-12-08" 2.83567910717513 127.408759124088 0.052601 89.4705882352941 132.240875912409 0.516723502874519 4 -3.90091838055249 -0.328853577003236 0.806931298556184 12
"2012-12-09" 1.67972844749684 124.463503649635 0.0187826666666667 74.875 117.514598540146 0.506068211946194 4 -4.32145349479609 -0.0890113226819487 -0.176775409008927 12
"2012-12-26" 3.39306208205313 125.930656934307 0.007467 60.7757352941176 140.496350364963 0.517541385414358 4 -3.06662879062353 0.310888821003783 0.0975239301282464 12
"2012-12-31" 1.48537750768119 89.6459854014599 0.011254 65.4632352941177 58.8394160583942 0.365147413046013 4 -5.61767020322686 -0.129909891516906 -0.406267818678912 12
"2013-01-01" 2.37566341093569 116.452554744526 0.007778 54.3382352941176 112.554744525547 0.473198423511109 4 -3.8737970742709 0.207573267170728 -0.5233196165239 1
"2013-01-02" 1.77376572116671 118.164233576642 0.047589 51.6507352941176 123.441605839416 0.478889511339992 4 -3.9253837251415 -0.0868222339969055 -0.957878824543917 1
"2013-01-03" 2.33578628133084 123.507299270073 0.010794 59.5367647058824 135.040145985401 0.49912477183556 4 -3.65601917650193 0.182966497077056 -0.402404328027867 1
"2013-01-21" 1.97758340023192 136.058394160584 0.0189985 57.3639705882353 128.905109489051 0.507180200495995 4 -3.67619204664296 0.0867760177494738 -0.577922060559954 1
"2013-02-03" 3.71078070644902 126.299270072993 0.009655 51.8970588235294 103.799270072993 0.433690448402175 4 -3.45135931061904 0.264086997994764 0.197338286349141 2
"2013-02-08" 3.6620896886986 119.905109489051 0.018188 60.1654411764706 94.8357664233577 0.397984814469453 4 -3.93200197370698 0.0901139378617729 0.511789068410249 2
"2013-02-28" 1.95620930336277 135.828467153285 0.013576 69.0955882352941 88.6678832116788 0.393875354081365 4 -4.831609919561 -0.149804694616081 0.174282681534221 2
"2013-03-01" 1.68689791276425 132.094890510949 0.018274 85.4227941176471 84.7810218978102 0.380598262685964 4 -5.40281418007027 -0.362554586075531 0.626557286320256 3
"2013-04-07" 3.09006221568103 157.156934306569 0.018056 80.4191176470588 69.3613138686131 0.373834171944604 4 -4.66559281353489 -0.269743222215301 1.32068557850038 4
"2013-04-08" 3.86089554901436 173.083941605839 0.0427645 67.7536764705882 121.956204379562 0.410158915622493 4 -3.38833854342949 -0.18041301841861 1.17700020025434 4
"2013-04-28" 3.78939768976898 178.609489051095 0.021403 76.8860294117647 95.2518248175183 0.398132389735289 4 -3.83909490260367 -0.177692764555974 1.58710779053002 4
"2013-04-29" 3.90476986887878 192.07299270073 0.028833 80.2941176470588 96.1532846715328 0.427134200747008 4 -3.59735194861553 -0.246359960953604 1.77006120156358 4
"2013-10-03" 2.46521831237178 171.996350364963 0.023515 56.7757352941176 141.171532846715 0.477696869280221 4 -3.2998275686295 0.0261992404753906 -0.0404527290639258 10
"2013-10-11" 2.08594237802159 160.609489051095 0.043999 44.1139705882353 135.160583941606 0.467925449991548 4 -3.3515567031142 -0.0392212600903051 -0.736652409594927 10
"2013-10-25" 2.7971189010793 138.492700729927 0.048275 74.4375 96.4671532846715 0.441543410188144 4 -4.20049854721811 -0.316899804544714 0.589603074680015 10
"2013-10-31" 3.62050664525912 152.773722627737 0.0110035 64.6544117647059 131.985401459854 0.506829432247526 4 -2.98830062212302 0.198151288787445 0.570708649520163 10
"2013-11-14" 2.87342788332887 120.197080291971 0.007452 64.5772058823529 95.8649635036496 0.436172903335807 4 -4.15875974402138 0.0956976727543825 0.210007499357798 11
"2013-11-17" 3.43545401837481 135.302919708029 0.006325 78.5955882352941 120.748175182482 0.499785429353869 4 -3.58499234676422 0.101096798431308 0.877347862467564 11
"2013-11-20" 2.47380363036304 137.036496350365 0.040604 56.3235294117647 136.405109489051 0.514831777255699 4 -3.31521466001765 0.00290267588333497 -0.431411760052691 11
"2013-11-25" 2.16598653108554 118.255474452555 0.0488876666666667 52.5625 112.149635036496 0.455966146046549 4 -3.97260513758981 -0.108877192983833 -0.672204105100773 11
"2013-12-28" 2.85000780483454 115.985401459854 0.0317495 63.8198529411765 115.934306569343 0.475487886301607 4 -3.80189918484314 0.00353226117760913 -0.014459221990653 12
